,Hour,TARGET,DHI,DNI,WS,RH,T
36,18,13.69795031,47,512,1.8,38.44,25.5
37,18,5.629362717,33,275,1.9,41.04,24.4
38,19,0.562943698,6,13,2.1,46.76,23.2
39,19,0.0,0,0,1.9,48.48,22.6
40,20,0.0,0,0,1.6,52.65,22.0
41,20,0.0,0,0,1.3,54.28,21.5
42,21,0.0,0,0,1.0,56.31,21.1
43,21,0.0,0,0,1.0,57.36,20.8
44,22,0.0,0,0,1.0,56.62,20.6
45,22,0.0,0,0,1.0,58.03,20.2
46,23,0.0,0,0,1.1,56.68,19.9
47,23,0.0,0,0,1.4,58.46,19.4
48,0,0.0,0,0,1.6,56.67,18.9
49,0,0.0,0,0,1.9,58.1,18.5
50,1,0.0,0,0,2.2,57.46,18.2
51,1,0.0,0,0,2.1,58.18,18.0
52,2,0.0,0,0,2.1,59.56,17.7
53,2,0.0,0,0,1.9,60.31,17.5
54,3,0.0,0,0,1.7,61.55,17.3
55,3,0.0,0,0,1.6,61.94,17.2
56,4,0.0,0,0,1.4,62.4,17.0
57,4,0.0,0,0,1.3,60.84,17.4
58,5,0.0,0,0,1.3,60.91,17.7
59,5,1.5950755230000002,17,2,1.7,55.12,19.3
60,6,5.066615806000001,52,15,2.1,49.82,21.0
61,6,7.505998477999999,75,21,2.4,46.31,22.2
62,7,4.87882929,51,2,2.7,38.96,23.5
63,7,6.567582617,70,0,2.9,36.7,24.5
64,8,9.945087208,105,2,3.1,33.7,25.5
65,8,18.7641711,189,18,3.3,32.34,26.2
66,9,32.18030579,299,65,3.4,32.09,26.9
67,9,37.80926442,327,102,3.4,30.99,27.5
68,10,27.39514771,273,24,3.4,31.33,28.0
69,10,37.8089319,355,57,3.3,30.79,28.3
70,11,48.03506346,412,114,3.1,31.6,28.5
71,11,72.05267439,394,414,3.0,31.78,28.4
72,12,62.38935999,469,215,2.9,32.98,28.4
73,12,69.42598294,434,337,2.7,33.56,28.1
74,13,77.86985477,316,577,2.5,35.27,27.9
75,13,72.05330807,309,532,2.2,35.89,27.6
76,14,74.49285844,169,760,2.0,37.45,27.3
77,14,66.33090731,216,637,1.8,38.56,26.8
78,15,55.44800368,263,463,1.6,40.19,26.4
79,15,29.36602461,238,117,1.3,41.39,25.9
80,16,10.78950513,104,20,1.1,44.19,25.3
81,16,23.17398058,201,98,1.1,44.19,25.3
82,17,21.86078801,151,214,0.4,50.05,24.0
83,17,15.10567249,102,205,0.6,52.83,23.1
84,18,9.194848136000001,67,162,0.8,60.71,22.2
85,18,3.940683855,33,94,1.1,63.74,21.4
86,19,0.469133156,5,9,1.3,68.44,20.6
87,19,0.0,0,0,1.3,70.58,20.1
88,20,0.0,0,0,1.3,73.52,19.5
89,20,0.0,0,0,1.2,74.43,19.3
90,21,0.0,0,0,1.1,75.5,19.0
91,21,0.0,0,0,1.0,76.44,18.8
92,22,0.0,0,0,1.0,76.04,18.7
93,22,0.0,0,0,1.0,75.94,18.7
94,23,0.0,0,0,1.1,74.77,18.7
95,23,0.0,0,0,1.3,74.77,18.7
96,0,0.0,0,0,1.5,72.88,18.7
97,0,0.0,0,0,1.5,73.8,18.5
98,1,0.0,0,0,1.6,71.88,18.3
99,1,0.0,0,0,1.6,73.33,18.0
100,2,0.0,0,0,1.5,72.43,17.7
101,2,0.0,0,0,1.7,73.81,17.4
102,3,0.0,0,0,1.9,73.48,17.1
103,3,0.0,0,0,2.1,74.88,16.8
104,4,0.0,0,0,2.4,74.3,16.5
105,4,0.0,0,0,2.6,73.83,16.6
106,5,0.0,0,0,2.8,72.54,16.7
107,5,1.125957941,12,9,3.1,68.97,17.5
108,6,3.753156008,35,31,3.3,67.17,18.4
109,6,6.474101599,60,35,3.1,61.96,19.7
110,7,8.256716315,86,6,2.8,58.45,20.9
111,7,17.076109,151,72,2.6,53.35,22.4
112,8,38.46752333,183,434,2.4,46.06,23.9
113,8,40.62505564,218,355,2.4,43.66,24.8
114,9,38.84209036,316,144,2.3,40.82,25.6
115,9,47.66104698,357,203,2.2,39.64,26.1
116,10,49.44337342,388,173,2.1,38.69,26.6
117,10,66.14319413,362,405,2.0,38.01,26.9
118,11,71.49070596,388,425,1.9,37.53,27.2
119,11,21.29710007,201,29,1.8,37.48,27.2
120,12,13.22858066,135,7,1.7,37.22,27.3
121,12,20.45276662,205,14,1.5,37.88,27.0
122,13,18.01348544,181,12,1.4,38.27,26.8
123,13,22.04782832,219,19,1.4,38.94,26.5
124,14,42.7823101,368,107,1.4,39.42,26.2
125,14,32.93122888,300,67,1.5,40.12,25.9
126,15,44.75284324,289,267,1.7,40.6,25.6
127,15,26.36397919,198,131,1.8,41.82,25.1
128,16,19.8903712,183,53,1.8,43.27,24.6
129,16,26.36412409,167,244,1.8,43.27,24.6
130,17,29.36679938,96,574,1.3,47.69,23.5
131,17,21.11050469,68,555,0.8,50.05,22.7
132,18,12.85406478,49,474,0.4,57.29,21.9
133,18,5.441908716,30,308,0.5,59.79,21.2
134,19,0.562960406,6,48,0.6,62.46,20.5
135,19,0.0,0,0,0.7,64.09,20.1
136,20,0.0,0,0,0.7,64.5,19.7
137,20,0.0,0,0,0.8,66.12,19.3
138,21,0.0,0,0,0.8,64.72,19.0
139,21,0.0,0,0,1.0,66.77,18.5
140,22,0.0,0,0,1.1,64.42,18.1
141,22,0.0,0,0,1.2,64.83,18.0
142,23,0.0,0,0,1.4,62.47,17.8
143,23,0.0,0,0,1.5,62.47,17.8
144,0,0.0,0,0,1.6,60.58,17.8
145,0,0.0,0,0,1.7,60.96,17.7
146,1,0.0,0,0,1.8,59.97,17.6
147,1,0.0,0,0,1.9,61.12,17.3
148,2,0.0,0,0,2.0,60.58,16.9
149,2,0.0,0,0,2.1,63.0,16.3
150,3,0.0,0,0,2.1,63.27,15.7
151,3,0.0,0,0,2.2,64.91,15.3
152,4,0.0,0,0,2.2,64.02,14.9
153,4,0.0,0,0,2.2,63.61,15.0
154,5,0.0,0,0,2.2,60.1,15.2
155,5,3.284062044,20,281,2.5,53.6,17.0
156,6,9.945808758,37,468,2.8,45.72,18.9
157,6,19.89118021,47,678,2.2,40.41,20.9
158,7,29.74229011,52,780,1.6,30.01,22.9
159,7,36.87236633,80,725,1.7,27.63,24.3
160,8,49.06863106,63,884,1.7,22.37,25.6
161,8,58.07491801,69,914,1.5,21.22,26.5
162,9,66.23665018,72,937,1.4,19.53,27.4
163,9,73.5539335,76,953,1.4,18.64,28.2
164,10,79.74536015,79,965,1.4,17.78,28.9
165,10,79.08811198,145,827,1.5,17.18,29.5
166,11,87.24955888,102,944,1.7,16.58,30.2
167,11,90.62656263,80,986,1.9,16.21,30.6
168,12,91.47050725,82,984,2.0,16.06,31.0
169,12,86.68570551,150,857,2.1,15.86,31.2
170,13,83.1205262,161,817,2.2,16.07,31.4
171,13,85.18456068,88,956,2.2,16.16,31.3
172,14,80.30623800000002,95,931,2.2,16.81,31.2
173,14,68.01668058,146,757,2.1,17.2,30.8
174,15,60.04257517,151,695,2.0,18.21,30.4
175,15,59.38625122,86,867,1.8,18.84,29.8
176,16,50.56771778,82,828,1.7,19.89,29.3
177,16,39.21578113,100,684,1.7,19.89,29.3
178,17,27.58293732,86,555,1.5,24.12,27.5
179,17,20.64067897,71,532,1.4,26.68,25.8
180,18,10.60200141,50,342,1.4,38.69,24.1
181,18,5.254158505,31,294,1.7,41.59,22.9
182,19,0.469127483,5,40,2.0,43.58,21.7
183,19,0.0,0,0,2.2,44.99,21.2
184,20,0.0,0,0,2.3,45.93,20.7
185,20,0.0,0,0,2.5,47.37,20.2
186,21,0.0,0,0,2.6,47.72,19.7
187,21,0.0,0,0,2.7,49.22,19.2
188,22,0.0,0,0,2.7,49.39,18.7
189,22,0.0,0,0,2.7,50.96,18.2
190,23,0.0,0,0,2.6,51.36,17.7
191,23,0.0,0,0,2.6,52.67,17.3
192,0,0.0,0,0,2.5,52.46,16.9
193,0,0.0,0,0,2.4,53.8,16.5
194,1,0.0,0,0,2.4,52.56,16.2
195,1,0.0,0,0,2.2,53.92,15.8
196,2,0.0,0,0,2.1,52.94,15.4
197,2,0.0,0,0,2.0,54.31,15.0
198,3,0.0,0,0,2.0,53.3,14.6
199,3,0.0,0,0,1.9,54.69,14.2
200,4,0.0,0,0,1.8,53.13,13.9
201,4,0.0,0,0,1.8,52.52,14.1
202,5,0.0,0,0,1.8,50.12,14.3
203,5,3.096428584,20,270,2.2,44.38,16.2
204,6,10.50885993,35,534,2.6,37.01,18.2
205,6,19.60983058,45,679,2.4,32.53,20.3
206,7,29.46094687,54,772,2.1,25.63,22.5
207,7,39.21802293,60,834,2.2,23.28,24.1
208,8,48.78705937,65,878,2.4,19.28,25.8
209,8,57.79332931,69,911,2.3,18.29,26.7
210,9,66.04879312,74,934,2.3,17.29,27.7
211,9,73.27223547,77,951,2.3,16.51,28.5
212,10,79.46355651,80,963,2.2,16.18,29.3
213,10,80.58874824,140,854,2.3,15.54,30.0
214,11,81.33874721,153,816,2.3,15.39,30.6
215,11,64.54534255,343,385,2.3,15.04,31.0
216,12,63.70071929,414,293,2.4,15.07,31.4
217,12,32.83538622,309,45,2.5,14.99,31.5
218,13,46.43856659,387,122,2.7,15.38,31.6
219,13,27.48802991,263,35,2.6,15.83,31.1
220,14,40.81005322,279,192,2.6,17.13,30.7
221,14,68.67407283,163,746,2.5,17.96,29.9
222,15,56.19690083,247,503,2.3,19.98,29.1
223,15,53.47665306,168,640,2.3,20.93,28.3
224,16,48.9738405,102,766,2.3,23.42,27.4
225,16,40.24861605,88,738,2.3,23.42,27.4
226,17,25.05033364,114,412,2.3,27.91,25.6
227,17,13.22903147,89,187,2.0,30.34,24.2
228,18,11.54040923,52,394,1.8,38.26,22.7
229,18,4.222170556,29,197,1.6,41.91,21.2
230,19,0.187655119,2,0,1.5,49.82,19.7
231,19,0.0,0,0,1.5,52.09,19.0
232,20,0.0,0,0,1.5,58.35,18.4
233,20,0.0,0,0,1.4,60.58,17.8
234,21,0.0,0,0,1.4,68.43,17.3
235,21,0.0,0,0,1.2,70.18,16.9
236,22,0.0,0,0,1.1,77.81,16.5
237,22,0.0,0,0,0.9,78.81,16.3
238,23,0.0,0,0,0.7,83.32,16.1
239,23,0.0,0,0,0.7,83.85,16.0
240,0,0.0,0,0,0.6,84.77,16.0
241,0,0.0,0,0,0.7,86.96,15.6
242,1,0.0,0,0,0.8,87.78,15.3
243,1,0.0,0,0,0.8,88.91,15.1
244,2,0.0,0,0,0.8,88.18,14.8
245,2,0.0,0,0,0.8,89.9,14.5
246,3,0.0,0,0,0.8,87.53,14.3
247,3,0.0,0,0,0.9,89.24,14.0
248,4,0.0,0,0,1.1,85.56,13.8
249,4,0.0,0,0,1.3,83.92,14.1
250,5,0.0,0,0,1.6,78.25,14.3
251,5,2.533449923,18,182,2.2,70.63,15.9
252,6,9.664472329,39,452,2.9,61.18,17.5
253,6,18.57789761,53,609,2.9,54.0,19.5
254,7,27.86623377,64,698,2.9,43.39,21.5
255,7,37.62332107,72,770,2.5,38.68,23.4
256,8,47.47382256,73,840,2.2,29.33,25.3
257,8,56.47984455,77,879,1.9,27.01,26.7
258,9,64.82885704,80,909,1.7,21.28,28.1
259,9,72.23983507,82,931,1.9,20.2,29.0
260,10,76.55470414,114,883,2.1,17.22,29.9
261,10,78.52434401,163,803,2.3,16.62,30.5
262,11,85.84145859,131,898,2.5,15.21,31.1
263,11,89.96895823,88,974,2.6,14.87,31.5
264,12,90.9068123,89,974,2.7,14.15,31.8
265,12,90.43753805,89,973,2.8,13.99,32.0
266,13,88.46732845,89,968,2.8,13.64,32.1
267,13,85.18390514,90,959,2.8,13.72,32.0
268,14,76.74056652,156,815,2.7,13.48,32.0
269,14,73.92636414,96,911,2.6,13.71,31.7
270,15,65.57702914,123,826,2.5,13.71,31.4
271,15,55.72677002,132,739,2.4,14.18,30.8
272,16,48.69082933,100,768,2.2,14.49,30.3
273,16,39.87206641,87,737,2.2,14.49,30.3
274,17,28.89609286,87,603,1.7,17.26,28.5
275,17,18.95177114,65,503,1.2,19.5,26.4
276,18,10.69580092,43,405,0.8,31.85,24.3
277,18,4.69119748,25,320,0.7,34.02,23.2
278,19,0.281475252,4,30,0.7,33.15,22.1
279,19,0.0,0,0,0.8,33.97,21.7
280,20,0.0,0,0,1.0,34.17,21.3
281,20,0.0,0,0,1.4,36.33,20.3
282,21,0.0,0,0,1.9,39.91,19.4
283,21,0.0,0,0,2.2,41.94,18.6
284,22,0.0,0,0,2.5,44.68,17.8
285,22,0.0,0,0,2.6,46.4,17.2
286,23,0.0,0,0,2.6,48.15,16.6
287,23,0.0,0,0,2.6,49.08,16.3
288,0,0.0,0,0,2.6,48.76,16.0
289,0,0.0,0,0,2.6,49.38,15.8
290,1,0.0,0,0,2.6,46.7,15.6
291,1,0.0,0,0,2.7,46.7,15.6
292,2,0.0,0,0,2.7,42.35,15.5
293,2,0.0,0,0,2.7,42.35,15.5
294,3,0.0,0,0,2.6,38.64,15.4
295,3,0.0,0,0,2.5,39.13,15.2
296,4,0.0,0,0,2.4,38.2,15.0
297,4,0.0,0,0,2.3,37.72,15.2
298,5,0.0,0,0,2.3,37.73,15.4
299,5,2.627232308,18,230,2.7,32.82,17.6
300,6,10.13336528,35,528,3.1,28.84,19.8
301,6,19.32800982,45,681,3.0,25.36,21.9
302,7,29.08513662,52,779,2.8,21.84,24.1
303,7,39.02960459,58,843,2.6,19.63,25.9
304,8,48.59840176,62,889,2.4,15.73,27.7
305,8,57.69836724,66,922,2.3,15.02,28.5
306,9,66.04755877,69,947,2.2,13.94,29.4
307,9,73.36484415,71,965,2.2,13.47,30.0
308,10,79.64996593,74,978,2.1,13.16,30.7
309,10,84.62166711,75,988,2.2,12.72,31.3
310,11,88.37370799,75,996,2.2,12.61,31.9
311,11,89.21765045,100,954,2.3,12.32,32.3
312,12,91.5626119,76,999,2.3,12.42,32.7
313,12,88.37273644,116,921,2.4,12.27,32.9
314,13,85.27668874,130,886,2.6,12.39,33.1
315,13,80.77371807,142,846,2.8,12.46,33.0
316,14,80.30464886,89,948,3.0,12.53,33.0
317,14,70.36061365,148,795,3.1,12.75,32.7
318,15,67.73404081,76,931,3.3,12.95,32.4
319,15,59.57257566,75,901,3.3,13.4,31.8
320,16,50.75429294,71,868,3.3,13.87,31.2
321,16,38.55825212,99,686,3.3,13.87,31.2
322,17,30.77219189,67,719,2.6,16.53,29.3
323,17,21.20335017,56,633,1.9,19.0,26.9
324,18,10.88342262,48,395,1.2,30.38,24.5
325,18,3.846790391,25,217,1.2,33.24,23.0
326,19,0.1876512,2,14,1.2,35.85,21.6
327,19,0.0,0,0,1.3,37.23,21.0
328,20,0.0,0,0,1.3,39.71,20.5
329,20,0.0,0,0,1.3,40.95,20.0
330,21,0.0,0,0,1.2,45.41,19.5
331,21,0.0,0,0,1.0,46.84,19.0
332,22,0.0,0,0,0.9,51.83,18.5
333,22,0.0,0,0,0.7,52.81,18.2
334,23,0.0,0,0,0.6,55.08,17.9
335,23,0.0,0,0,0.7,56.77,17.4
0,0,0.0,0,0,2.0,61.24,-1.6
1,0,0.0,0,0,1.9,60.35,-1.4
2,1,0.0,0,0,1.8,58.33,-1.3
3,1,0.0,0,0,1.9,57.49,-1.1
4,2,0.0,0,0,1.9,56.45,-0.8
5,2,0.0,0,0,2.0,55.64,-0.6
6,3,0.0,0,0,2.0,56.02,-0.3
7,3,0.0,0,0,2.0,54.81,0.0
8,4,0.0,0,0,1.9,55.89,0.3
9,4,0.0,0,0,1.8,55.09,0.5
10,5,0.0,0,0,1.7,56.33,0.7
11,5,0.0,0,0,1.7,55.92,0.8
12,6,0.0,0,0,1.6,56.74,0.9
13,6,0.0,0,0,1.6,55.93,1.1
14,7,0.093846434,1,0,1.5,56.39,1.4
15,7,1.783066561,19,8,1.6,53.26,2.2
16,8,4.223015252,43,14,1.6,55.79,3.0
17,8,8.539772046,73,84,1.9,51.63,4.1
18,9,16.89167115,104,270,2.1,51.91,5.1
19,9,24.11726112,116,414,1.9,48.11,6.2
20,10,22.33402748,163,194,1.7,44.59,7.2
21,10,35.47133983,115,616,1.4,41.89,8.1
22,11,38.84922108,118,654,1.1,39.82,8.9
23,11,35.65854857,171,448,1.0,38.76,9.3
24,12,37.62898714,154,526,1.0,38.64,9.7
25,12,43.25921198,84,820,1.0,38.38,9.8
26,13,42.5084631,65,885,1.1,39.29,9.9
27,13,40.53796121,57,925,1.0,39.82,9.7
28,14,35.28311787,54,894,0.9,44.45,9.5
29,14,29.09012435,49,852,0.6,47.54,8.5
30,15,21.95861741,43,790,0.3,54.45,7.4
31,15,14.35776268,36,691,0.3,59.53,6.1
32,16,6.850526135,25,523,0.3,51.93,4.9
33,16,1.126113885,10,148,0.3,51.93,4.9
34,17,0.0,0,0,0.8,54.41,2.7
35,17,0.0,0,0,1.0,57.59,1.9
36,18,0.0,0,0,1.2,59.3,1.0
37,18,0.0,0,0,1.3,61.03,0.6
38,19,0.0,0,0,1.4,61.43,0.2
39,19,0.0,0,0,1.5,62.32,0.0
40,20,0.0,0,0,1.5,61.75,-0.2
41,20,0.0,0,0,1.6,62.65,-0.4
42,21,0.0,0,0,1.7,62.09,-0.6
43,21,0.0,0,0,1.7,63.01,-0.8
44,22,0.0,0,0,1.8,62.33,-0.9
45,22,0.0,0,0,2.0,61.42,-0.7
46,23,0.0,0,0,2.1,61.01,-0.5
47,23,0.0,0,0,2.2,59.69,-0.2
48,0,0.0,0,0,2.3,60.25,0.1
49,0,0.0,0,0,2.2,58.96,0.4
50,1,0.0,0,0,2.1,60.95,0.8
51,1,0.0,0,0,1.9,59.65,1.1
52,2,0.0,0,0,1.7,63.11,1.4
53,2,0.0,0,0,1.5,62.21,1.6
54,3,0.0,0,0,1.4,64.54,1.8
55,3,0.0,0,0,1.2,63.62,2.0
56,4,0.0,0,0,1.1,63.62,2.2
57,4,0.0,0,0,1.0,63.62,2.2
58,5,0.0,0,0,0.9,63.21,2.3
59,5,0.0,0,0,0.9,62.84,2.4
60,6,0.0,0,0,0.9,64.58,2.4
61,6,0.0,0,0,0.9,64.58,2.4
62,7,0.0,0,0,0.9,68.18,2.3
63,7,1.970746949,20,19,0.9,66.36,2.7
64,8,5.255307869,51,40,1.0,73.83,3.0
65,8,9.009059599,83,62,1.4,71.86,3.4
66,9,10.13515863,99,32,1.9,75.57,3.7
67,9,11.35514391,118,9,1.9,76.11,3.6
68,10,14.92122216,149,26,2.0,77.19,3.6
69,10,17.73656659,173,38,2.0,77.74,3.5
70,11,19.42578476,188,42,1.9,78.02,3.4
71,11,20.36422847,196,46,2.0,78.02,3.4
72,12,19.89498475,193,40,2.0,76.75,3.5
73,12,19.42576341,189,40,2.0,76.75,3.5
74,13,18.2996322,178,38,2.0,75.82,3.5
75,13,15.7658543,157,27,2.0,76.45,3.4
76,14,12.38747056,128,11,2.0,75.71,3.3
77,14,9.384478338,99,4,2.0,77.43,3.0
78,15,11.07372095,89,121,1.9,77.46,2.7
79,15,7.883109084,60,143,1.5,85.69,1.3
80,16,4.50469812,30,192,1.1,87.32,0.0
81,16,0.656935143,7,39,1.1,87.32,0.0
82,17,0.0,0,0,0.9,90.55,-1.4
83,17,0.0,0,0,0.9,92.57,-1.7
84,18,0.0,0,0,0.8,89.17,-2.1
85,18,0.0,0,0,0.7,91.85,-2.5
86,19,0.0,0,0,0.7,88.6,-2.8
87,19,0.0,0,0,0.7,90.7,-3.1
88,20,0.0,0,0,0.8,87.56,-3.3
89,20,0.0,0,0,0.9,88.22,-3.4
90,21,0.0,0,0,0.9,85.02,-3.4
91,21,0.0,0,0,1.0,85.65,-3.5
92,22,0.0,0,0,1.1,81.91,-3.6
93,22,0.0,0,0,1.2,81.91,-3.6
94,23,0.0,0,0,1.3,77.14,-3.6
95,23,0.0,0,0,1.4,76.56,-3.5
96,0,0.0,0,0,1.5,72.67,-3.5
97,0,0.0,0,0,1.7,71.6,-3.3
98,1,0.0,0,0,1.8,68.44,-3.2
99,1,0.0,0,0,1.8,67.93,-3.1
100,2,0.0,0,0,1.8,65.34,-2.9
101,2,0.0,0,0,1.9,65.34,-2.9
102,3,0.0,0,0,1.9,64.11,-2.9
103,3,0.0,0,0,2.0,64.11,-2.9
104,4,0.0,0,0,2.0,63.39,-2.8
105,4,0.0,0,0,2.0,62.92,-2.7
106,5,0.0,0,0,2.0,62.68,-2.6
107,5,0.0,0,0,1.9,62.68,-2.6
108,6,0.0,0,0,1.8,62.7,-2.7
109,6,0.0,0,0,1.8,62.24,-2.6
110,7,0.0,0,0,1.8,62.38,-2.5
111,7,3.753960481000001,20,356,2.3,56.28,-1.1
112,8,11.07400086,33,632,2.8,56.85,0.4
113,8,18.86307096,42,757,2.7,51.79,1.7
114,9,26.37035515,49,837,2.6,52.88,3.1
115,9,33.12666242,55,889,2.1,47.93,4.5
116,10,38.75666026,58,923,1.6,47.52,5.9
117,10,43.26068592,62,945,1.6,44.97,6.7
118,11,46.45092144,65,959,1.6,43.91,7.4
119,11,48.13983421,66,964,1.6,42.73,7.8
120,12,48.42114084,67,963,1.7,42.15,8.2
121,12,47.29501581,67,957,1.8,41.86,8.3
122,13,44.66746584,65,943,1.9,42.46,8.4
123,13,40.72630838,63,923,1.8,43.04,8.2
124,14,35.56525753,59,892,1.7,46.17,7.9
125,14,29.27834961,54,847,1.2,49.77,6.8
126,15,22.05286969,47,781,0.7,58.31,5.7
127,15,14.45192192,39,680,0.5,65.18,4.1
128,16,6.944552131,28,507,0.4,62.63,2.5
129,16,1.126143589,11,138,0.4,62.63,2.5
130,17,0.0,0,0,0.5,64.34,1.3
131,17,0.0,0,0,0.8,66.69,0.8
132,18,0.0,0,0,1.1,66.34,0.4
133,18,0.0,0,0,1.3,68.29,0.0
134,19,0.0,0,0,1.6,67.34,-0.3
135,19,0.0,0,0,1.8,68.25,-0.5
136,20,0.0,0,0,2.0,66.74,-0.7
137,20,0.0,0,0,2.3,66.74,-0.7
138,21,0.0,0,0,2.6,64.81,-0.8
139,21,0.0,0,0,2.8,64.81,-0.8
140,22,0.0,0,0,3.0,62.61,-0.9
141,22,0.0,0,0,3.0,62.61,-0.9
142,23,0.0,0,0,3.1,59.18,-0.8
143,23,0.0,0,0,3.0,59.11,-0.8
144,0,0.0,0,0,3.0,56.64,-0.7
145,0,0.0,0,0,2.9,56.22,-0.6
146,1,0.0,0,0,2.8,55.5,-0.5
147,1,0.0,0,0,2.7,55.1,-0.4
148,2,0.0,0,0,2.6,55.23,-0.3
149,2,0.0,0,0,2.6,54.83,-0.2
150,3,0.0,0,0,2.6,54.88,-0.1
151,3,0.0,0,0,2.7,54.88,-0.1
152,4,0.0,0,0,2.8,54.22,0.0
153,4,0.0,0,0,2.9,54.22,0.0
154,5,0.0,0,0,3.0,53.64,0.1
155,5,0.0,0,0,3.1,53.25,0.2
156,6,0.0,0,0,3.1,52.97,0.3
157,6,0.0,0,0,3.2,51.83,0.6
158,7,0.0,0,0,3.2,51.66,0.8
159,7,1.032303962,11,0,3.4,47.41,2.0
160,8,2.346117006,25,0,3.6,48.11,3.1
161,8,3.659886216,39,0,3.7,43.55,4.5
162,9,5.536665751,59,0,3.9,43.23,5.9
163,9,6.193476613,66,1,3.7,39.81,7.1
164,10,25.52429425,112,420,3.6,40.14,8.3
165,10,37.34763771,83,750,3.6,37.53,9.3
166,11,42.03913615,83,816,3.6,34.67,10.2
167,11,46.91847246,71,928,3.5,33.71,10.6
168,12,43.82166062,85,822,3.4,32.27,11.0
169,12,45.32304514,70,908,3.2,32.27,11.0
170,13,43.0710157,63,913,3.0,32.76,10.9
171,13,37.81637193,57,862,2.6,33.86,10.4
172,14,30.96646411,76,710,2.3,40.87,9.8
173,14,26.18108314,55,738,1.8,44.3,8.6
174,15,17.45430481,71,477,1.4,50.39,7.3
175,15,10.32260851,55,325,1.4,55.86,5.8
176,16,4.879853651,32,223,1.3,53.29,4.4
177,16,0.656903376,7,45,1.3,53.29,4.4
178,17,0.0,0,0,1.5,55.87,3.1
179,17,0.0,0,0,1.7,57.89,2.6
180,18,0.0,0,0,1.8,59.26,2.1
181,18,0.0,0,0,2.0,60.54,1.8
182,19,0.0,0,0,2.1,61.13,1.5
183,19,0.0,0,0,2.3,61.13,1.5
184,20,0.0,0,0,2.4,61.03,1.6
185,20,0.0,0,0,2.4,61.03,1.6
186,21,0.0,0,0,2.3,61.07,1.7
187,21,0.0,0,0,2.2,61.07,1.7
188,22,0.0,0,0,2.1,61.56,1.8
189,22,0.0,0,0,1.9,61.48,1.8
190,23,0.0,0,0,1.7,62.05,1.9
191,23,0.0,0,0,1.5,61.17,2.1
192,0,0.0,0,0,1.3,61.2,2.2
193,0,0.0,0,0,1.0,60.33,2.4
194,1,0.0,0,0,0.8,60.34,2.5
195,1,0.0,0,0,0.8,60.34,2.5
196,2,0.0,0,0,0.8,60.21,2.6
197,2,0.0,0,0,0.9,60.64,2.5
198,3,0.0,0,0,0.9,61.82,2.3
199,3,0.0,0,0,1.0,62.26,2.2
200,4,0.0,0,0,1.0,63.22,2.1
201,4,0.0,0,0,1.1,63.22,2.1
202,5,0.0,0,0,1.2,64.82,2.1
203,5,0.0,0,0,1.2,64.36,2.2
204,6,0.0,0,0,1.3,65.81,2.3
205,6,0.0,0,0,1.3,65.35,2.4
206,7,0.0,0,0,1.3,66.8,2.5
207,7,1.970740451,18,57,1.3,64.48,3.0
208,8,6.3814031889999985,48,157,1.2,65.68,3.6
209,8,10.79197218,80,173,1.3,61.66,4.5
210,9,16.51626437,106,257,1.4,63.73,5.3
211,9,20.55128477,134,257,1.6,59.88,6.2
212,10,21.95868981,167,176,1.8,60.45,7.1
213,10,20.55092338,173,110,1.9,57.64,7.8
214,11,17.92328986,171,44,2.1,55.59,8.4
215,11,29.55922244,196,259,2.3,54.11,8.8
216,12,34.15721108,163,434,2.6,52.11,9.1
217,12,45.69924514,66,928,2.9,51.35,9.3
218,13,43.91617291,60,943,3.1,48.69,9.6
219,13,39.78738941,57,916,3.0,49.35,9.4
220,14,35.09551886,55,895,2.9,48.7,9.3
221,14,28.9024779,50,853,2.1,51.74,8.4
222,15,21.86477716,44,790,1.3,57.35,7.4
223,15,13.51320325,43,603,1.2,63.13,6.0
224,16,5.536744857,28,347,1.1,62.27,4.6
225,16,1.032274465,10,125,1.1,62.27,4.6
226,17,0.0,0,0,1.3,65.07,3.4
227,17,0.0,0,0,1.3,67.41,2.9
228,18,0.0,0,0,1.4,67.62,2.5
229,18,0.0,0,0,1.5,70.16,2.0
230,19,0.0,0,0,1.6,68.92,1.6
231,19,0.0,0,0,1.7,70.92,1.2
232,20,0.0,0,0,1.8,68.41,0.9
233,20,0.0,0,0,1.9,69.9,0.6
234,21,0.0,0,0,2.0,67.09,0.3
235,21,0.0,0,0,2.1,68.57,0.0
236,22,0.0,0,0,2.2,65.5,-0.3
237,22,0.0,0,0,2.2,67.51,-0.7
238,23,0.0,0,0,2.2,65.57,-1.1
239,23,0.0,0,0,2.1,68.02,-1.6
240,0,0.0,0,0,1.9,67.32,-2.0
241,0,0.0,0,0,1.6,68.82,-2.3
242,1,0.0,0,0,1.2,69.02,-2.6
243,1,0.0,0,0,1.0,70.66,-2.9
244,2,0.0,0,0,0.8,70.72,-3.1
245,2,0.0,0,0,0.8,72.32,-3.4
246,3,0.0,0,0,0.8,72.66,-3.7
247,3,0.0,0,0,0.9,73.76,-3.9
248,4,0.0,0,0,0.9,73.16,-4.2
249,4,0.0,0,0,0.8,73.71,-4.3
250,5,0.0,0,0,0.7,72.44,-4.5
251,5,0.0,0,0,0.6,73.08,-4.6
252,6,0.0,0,0,0.5,71.48,-4.7
253,6,0.0,0,0,0.4,70.94,-4.6
254,7,0.0,0,0,0.3,69.44,-4.6
